Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity
2023-08-24,Chandigarh,53,28.0,52.6,16.5,10.6,0.61,26.9,33.1,84.2
2023-08-24,Chennai,49,29.5,46.3,20.6,19.4,0.61,26.8,24.5,86.0
2023-08-24,Delhi,65,39.1,63.9,19.2,27.6,0.59,22.7,30.5,81.7
2023-08-24,Hyderabad,43,25.5,41.8,22.9,9.9,0.81,30.1,28.9,75.6
2023-08-24,Jaipur,57,33.3,57.0,19.1,9.3,0.61,29.9,32.9,87.7
2023-08-24,Kanpur,84,45.1,,23.6,23.7,0.76,41.9,31.8,80.4
2023-08-24,Kolkata,77,35.0,76.6,16.6,19.7,0.78,26.3,25.8,91.0
2023-08-24,Lucknow,74,42.7,73.5,16.2,20.8,0.72,23.8,33.6,81.6
2023-08-24,Mumbai,56,31.1,55.8,11.6,15.9,0.64,32.3,29.4,84.7
2023-08-24,Patna,94,54.3,94.0,23.2,17.5,0.51,30.2,33.4,68.9
2023-08-24,Pune,86,42.3,85.5,14.2,8.6,0.56,27.1,29.2,86.1
2023-08-25,Ahmedabad,65,38.4,64.5,18.6,19.7,0.62,27.2,24.7,67.9
2023-08-25,Bengaluru,43,25.5,39.4,15.3,11.4,0.59,25.4,27.0,76.7
2023-08-25,Bhopal,65,35.8,65.0,16.5,22.1,0.78,30.0,25.5,84.6
2023-08-25,Chandigarh,45,23.4,44.7,13.8,9.3,0.47,25.1,32.9,74.7
2023-08-25,Chennai,61,32.9,60.8,23.8,22.1,0.67,21.0,24.2,88.3
2023-08-25,Delhi,88,52.5,86.1,21.7,25.8,0.55,38.9,31.4,84.4
2023-08-25,Hyderabad,61,36.6,60.1,23.4,10.5,0.7,22.7,27.1,66.2
2023-08-25,Jaipur,68,38.2,68.4,12.8,10.4,0.47,28.5,34.0,80.0
2023-08-25,Kanpur,93,50.2,92.9,17.2,,0.62,34.3,32.7,78.9
2023-08-25,Kolkata,72,34.1,71.7,20.2,12.1,0.83,27.6,25.1,94.1
2023-08-25,Lucknow,66,37.3,66.2,19.9,18.7,0.68,26.9,,81.0
2023-08-25,Mumbai,64,38.3,58.0,12.1,16.5,0.61,25.3,23.1,90.4
2023-08-25,Patna,55,32.7,49.8,18.7,17.1,0.68,24.2,31.2,72.4
2023-08-25,Pune,83,38.9,,15.9,8.6,0.54,27.5,29.1,92.4
2023-08-26,Ahmedabad,58,33.2,58.2,18.5,17.2,0.71,31.3,31.1,84.6
2023-08-26,Bengaluru,42,24.7,42.1,20.2,7.3,0.44,27.4,25.6,80.3
2023-08-26,Bhopal,46,25.3,46.1,18.9,18.3,0.68,26.5,29.5,85.4
2023-08-26,Chandigarh,65,34.2,64.6,15.4,11.8,0.52,22.2,36.0,83.8
2023-08-26,Chennai,58,30.8,58.4,19.8,13.0,0.6,24.3,27.3,90.8
2023-08-26,Delhi,68,39.8,67.9,23.4,14.3,0.75,25.8,32.9,84.7
2023-08-26,Hyderabad,59,35.7,54.9,15.1,7.3,0.98,22.8,28.9,67.4
2023-08-26,Jaipur,31,18.5,28.7,14.5,12.1,0.47,30.5,32.8,84.7
2023-08-26,Kanpur,84,41.1,83.8,17.8,32.4,0.73,27.9,29.5,87.8
2023-08-26,Kolkata,76,35.7,76.2,23.3,22.5,0.69,34.9,28.3,97.0
2023-08-26,Lucknow,64,38.5,61.9,15.8,21.0,0.58,21.5,30.9,79.7
2023-08-26,Mumbai,53,29.5,52.9,18.7,17.2,0.6,26.1,28.6,88.8
2023-08-26,Patna,73,36.6,73.4,18.0,19.3,0.84,32.6,31.3,76.5
2023-08-26,Pune,53,26.2,52.6,17.4,14.2,0.55,37.2,26.5,79.2
2023-08-27,Ahmedabad,63,37.9,,12.5,15.2,0.56,25.3,28.7,90.9
2023-08-27,Bengaluru,49,28.8,48.7,12.4,6.6,0.59,24.8,25.8,67.2
2023-08-27,Bhopal,65,31.7,65.1,10.1,14.3,0.6,26.6,27.7,77.9
2023-08-27,Chandigarh,43,23.0,42.8,10.6,7.5,0.5,23.0,31.4,82.3
2023-08-27,Chennai,35,16.7,34.9,15.0,20.3,0.6,22.6,24.7,68.9
2023-08-27,Delhi,89,52.4,89.3,18.0,14.0,0.82,37.6,31.5,72.7
2023-08-27,Hyderabad,54,,54.1,14.0,9.2,0.62,31.3,30.6,81.3
2023-08-27,Jaipur,64,33.0,63.6,7.8,10.5,0.41,24.1,30.6,79.6
2023-08-27,Kanpur,73,39.1,73.1,15.7,23.2,0.71,32.2,32.4,82.0
2023-08-27,Kolkata,81,38.2,81.2,12.7,23.3,0.83,40.1,24.8,97.9
2023-08-27,Lucknow,71,42.7,69.0,11.4,18.6,0.82,19.7,31.2,73.6
2023-08-27,Mumbai,69,31.6,68.9,13.9,24.4,0.79,32.3,25.7,97.0
2023-08-27,Patna,65,34.5,64.8,9.7,14.7,0.61,24.4,32.1,81.1
2023-08-27,Pune,45,26.6,44.9,13.7,4.2,0.48,34.6,25.5,79.9
2023-08-28,Ahmedabad,85,45.8,85.2,21.2,21.0,0.85,28.0,28.5,79.5
2023-08-28,Bengaluru,52,31.0,49.5,16.7,9.0,0.67,,26.5,74.1
2023-08-28,Bhopal,64,35.4,63.5,17.1,19.5,0.7,27.1,26.1,78.9
2023-08-28,Chandigarh,49,23.4,48.9,12.2,8.5,0.4,23.1,32.2,83.8
2023-08-28,Chennai,42,21.8,42.0,16.8,14.7,0.64,27.7,20.8,79.4
2023-08-28,Delhi,94,47.8,93.9,19.9,23.9,0.68,28.1,32.2,86.0
2023-08-28,Hyderabad,58,29.5,58.2,18.8,10.5,0.71,26.2,27.1,69.6
2023-08-28,Jaipur,64,37.5,64.4,17.4,8.2,0.66,11.6,34.7,88.1
2023-08-28,Kanpur,85,50.7,76.2,16.8,20.0,0.79,21.2,28.8,85.5
2023-08-28,Kolkata,74,37.2,74.2,19.7,17.8,0.65,26.8,28.6,98.0
2023-08-28,Lucknow,62,36.9,58.6,15.5,21.2,0.53,27.0,32.0,84.4
2023-08-28,Mumbai,52,28.7,52.1,18.1,21.6,0.73,29.7,28.0,90.8
2023-08-28,Patna,72,42.1,71.8,18.0,16.2,0.69,30.9,29.8,79.1
2023-08-28,Pune,52,28.8,52.2,17.5,10.8,0.51,27.7,29.5,88.5
2023-08-29,Ahmedabad,79,39.5,78.8,22.6,25.0,0.71,29.8,29.6,81.1
2023-08-29,Bengaluru,32,19.4,29.8,12.6,7.6,0.54,22.1,29.6,73.1
2023-08-29,Bhopal,42,25.2,40.8,21.4,16.9,0.51,20.2,30.1,87.8
2023-08-29,Chandigarh,46,26.0,46.1,11.1,10.2,0.58,17.9,35.6,76.3
2023-08-29,Chennai,35,20.7,31.8,16.4,19.5,0.58,30.9,24.5,79.5
2023-08-29,Delhi,90,54.2,87.9,16.7,25.2,0.64,28.1,30.9,79.5
2023-08-29,Hyderabad,57,28.0,56.9,21.8,10.8,0.68,26.4,28.7,73.5
2023-08-29,Jaipur,89,44.2,88.7,17.7,,0.59,22.6,32.7,82.1
2023-08-29,Kanpur,87,47.1,87.3,18.0,19.5,0.74,24.0,30.0,78.2
2023-08-29,Kolkata,85,44.8,84.9,17.0,14.2,0.8,29.9,27.0,92.4
2023-08-29,Lucknow,94,54.0,93.9,17.6,20.9,0.6,32.8,27.9,83.3
2023-08-29,Mumbai,46,25.4,45.7,18.5,25.6,0.6,32.1,26.1,98.0
2023-08-29,Patna,85,41.4,84.7,16.1,23.3,0.72,26.5,29.9,76.1
2023-08-29,Pune,71,35.1,71.1,14.0,8.9,0.66,21.7,24.0,84.8
2023-08-30,Ahmedabad,67,40.0,65.0,21.6,,0.81,28.1,25.8,88.6
2023-08-30,Bengaluru,53,29.4,53.2,17.6,10.0,0.55,22.6,26.1,68.7
2023-08-30,Bhopal,46,27.5,43.5,16.9,21.6,0.57,24.9,22.2,79.6
2023-08-30,Chandigarh,44,21.5,44.3,13.5,10.4,0.65,28.1,37.4,87.6
2023-08-30,Chennai,69,35.4,69.4,17.7,18.6,0.6,31.9,27.4,84.8
2023-08-30,Delhi,94,51.0,94.4,16.0,24.0,0.74,38.7,30.7,70.4
2023-08-30,Hyderabad,70,35.7,69.9,16.6,7.4,0.81,18.2,30.2,70.9
2023-08-30,Jaipur,49,29.4,45.9,14.9,12.4,0.65,32.5,,85.8
2023-08-30,Kanpur,70,38.8,70.3,17.9,18.9,0.74,30.6,33.5,
2023-08-30,Kolkata,62,37.3,56.4,15.4,14.3,0.71,30.8,26.6,89.4
2023-08-30,Lucknow,68,36.9,67.6,14.5,21.3,0.73,31.2,29.1,88.1
2023-08-30,Mumbai,82,40.4,82.0,16.8,17.2,0.51,28.7,26.6,94.3
2023-08-30,Patna,57,34.2,53.8,21.9,15.8,0.74,30.9,27.7,78.0
2023-08-30,Pune,67,34.6,67.5,19.4,8.4,0.61,27.6,30.5,83.1
2023-08-31,Ahmedabad,56,33.4,50.8,14.8,18.4,0.78,25.9,30.4,89.7
2023-08-31,Bengaluru,50,29.0,49.9,16.2,12.1,0.57,27.8,27.0,81.5
2023-08-31,Bhopal,50,29.6,49.8,17.5,22.0,0.38,26.0,24.9,74.5
2023-08-31,Chandigarh,50,27.4,49.9,14.6,10.9,0.46,20.4,34.4,85.8
2023-08-31,Chennai,47,28.2,42.3,21.4,21.2,0.62,15.4,27.2,81.2
2023-08-31,Delhi,92,52.2,92.4,19.4,17.3,0.94,26.1,30.7,83.4
2023-08-31,Hyderabad,50,23.9,50.2,15.3,9.4,0.53,18.6,27.1,75.4
2023-08-31,Jaipur,60,31.3,60.1,12.5,7.5,0.45,19.4,30.1,76.8
2023-08-31,Kanpur,69,35.5,68.8,15.5,14.9,0.73,27.0,29.4,85.8
2023-08-31,Kolkata,50,30.1,48.3,21.4,18.2,0.54,35.5,28.0,98.0
2023-08-31,Lucknow,74,36.5,74.4,16.8,15.4,0.67,27.0,33.2,83.1
2023-08-31,Mumbai,53,26.9,53.1,17.6,21.7,0.5,22.8,26.3,93.5
2023-08-31,Patna,75,43.2,74.6,19.6,19.8,0.52,27.4,34.8,79.0
2023-08-31,Pune,49,29.5,47.5,14.4,9.2,0.53,25.9,26.8,88.7
2023-09-01,Ahmedabad,94,44.9,93.8,23.0,25.7,0.77,31.4,29.2,69.4
2023-09-01,Bengaluru,56,27.5,55.9,19.3,8.8,0.59,30.6,31.9,66.4
2023-09-01,Bhopal,62,33.9,61.7,21.6,15.4,0.68,37.8,30.9,68.2
2023-09-01,Chandigarh,53,29.6,53.5,21.3,8.4,0.75,31.0,31.7,64.5
2023-09-01,Chennai,62,30.0,62.3,20.8,16.4,0.88,25.0,28.4,95.0
2023-09-01,Delhi,97,54.1,97.3,30.2,23.3,0.97,29.6,30.7,64.1
2023-09-01,Hyderabad,66,39.2,65.9,24.3,10.8,0.77,31.9,22.3,69.4
2023-09-01,Jaipur,85,49.3,85.1,21.6,10.0,0.67,29.2,32.9,61.5
2023-09-01,Kanpur,110,58.9,114.4,26.6,19.7,0.57,28.4,30.8,72.2
2023-09-01,Kolkata,86,50.3,86.1,27.7,16.0,0.95,25.4,26.7,93.7
2023-09-01,Lucknow,108,62.3,101.6,18.5,29.0,0.96,30.3,34.0,78.1
2023-09-01,Mumbai,89,41.4,89.5,18.4,29.5,0.71,37.3,27.5,88.7
2023-09-01,Patna,111,63.3,114.0,19.5,15.6,1.08,35.8,27.9,75.0
2023-09-01,Pune,69,39.8,69.3,14.1,9.5,0.75,36.6,28.6,82.8
2023-09-02,Ahmedabad,48,28.8,47.9,17.9,12.9,0.92,23.9,26.1,57.8
2023-09-02,Bengaluru,58,29.0,57.7,22.5,8.0,0.59,35.0,26.4,79.0
2023-09-02,Bhopal,64,31.8,63.5,27.4,16.5,0.82,34.0,27.7,65.8
2023-09-02,Chandigarh,38,13.9,21.2,18.2,11.1,0.77,29.1,30.2,56.9
2023-09-02,Chennai,42,24.2,36.5,20.8,22.0,0.84,26.3,24.6,80.0
2023-09-02,Delhi,133,69.9,128.1,28.1,24.8,0.95,33.4,31.9,67.7
2023-09-02,Hyderabad,79,40.0,79.0,23.2,8.0,0.81,26.9,26.1,69.0
2023-09-02,Jaipur,61,36.4,56.9,26.0,10.1,0.75,37.3,28.0,72.0
2023-09-02,Kanpur,83,46.0,83.4,26.4,20.5,1.05,42.6,31.8,75.2
2023-09-02,Kolkata,95,54.7,95.4,25.9,16.1,0.91,33.6,25.3,94.2
2023-09-02,Lucknow,77,41.2,76.7,20.0,19.8,0.97,26.0,31.5,77.0
2023-09-02,Mumbai,60,34.5,60.2,18.3,17.2,0.65,27.2,27.1,77.8
2023-09-02,Patna,80,39.1,79.6,33.2,23.6,0.82,35.0,32.7,78.5
2023-09-02,Pune,49,23.1,48.9,17.1,8.1,0.77,31.1,28.1,70.9
2023-09-03,Ahmedabad,77,45.0,77.1,17.7,19.6,0.79,30.6,27.4,70.2
2023-09-03,Bengaluru,62,30.1,62.1,16.9,8.4,0.63,32.4,32.0,62.3
2023-09-03,Bhopal,84,48.5,84.0,14.7,18.7,0.57,34.1,27.3,63.8
2023-09-03,Chandigarh,47,23.0,47.5,13.4,8.8,0.59,26.6,32.7,70.6
2023-09-03,Chennai,56,29.1,55.6,14.3,16.4,0.68,18.4,25.2,74.2
2023-09-03,Delhi,106,60.8,109.4,21.9,24.6,0.85,41.0,30.0,70.1
2023-09-03,Hyderabad,47,28.3,45.5,17.0,8.5,0.71,42.8,28.3,62.1
2023-09-03,Jaipur,87,45.4,86.6,16.2,9.7,0.81,31.2,31.5,80.5
2023-09-03,Kanpur,125,67.6,124.3,17.6,24.3,1.05,38.9,32.2,57.5
2023-09-03,Kolkata,75,44.8,74.8,17.2,15.5,1.01,23.0,32.2,89.8
2023-09-03,Lucknow,107,55.0,110.1,20.1,15.4,0.91,34.7,33.0,66.5
2023-09-03,Mumbai,67,40.2,64.1,17.9,25.1,0.55,39.1,28.0,76.9
2023-09-03,Patna,88,51.5,88.5,19.9,24.4,0.63,32.3,28.8,70.9
2023-09-03,Pune,61,33.2,60.9,12.8,8.6,0.55,26.6,32.9,70.6
2023-09-04,Ahmedabad,88,47.4,88.4,15.7,20.3,0.75,31.9,28.5,83.9
2023-09-04,Bengaluru,40,20.3,39.8,17.2,9.8,0.52,25.9,26.1,78.0
2023-09-04,Bhopal,68,41.1,66.0,21.4,14.0,0.68,22.6,28.7,64.5
2023-09-04,Chandigarh,57,30.2,57.0,17.4,9.3,0.79,28.8,31.9,63.9
2023-09-04,Chennai,55,28.0,55.0,20.9,23.1,0.75,27.8,25.9,82.3
2023-09-04,Delhi,156,76.9,160.4,34.3,18.0,0.85,31.8,30.5,55.9
2023-09-04,Hyderabad,71,38.3,70.6,23.5,13.0,0.72,25.2,24.9,77.3
2023-09-04,Jaipur,91,43.3,90.6,22.3,5.4,0.68,25.6,32.7,69.4
2023-09-04,Kanpur,131,69.2,108.8,17.7,21.7,0.87,39.4,31.6,72.2
2023-09-04,Kolkata,90,,89.5,20.4,16.2,0.77,27.9,29.5,92.5
2023-09-04,Lucknow,81,44.7,81.0,22.3,16.7,0.77,37.9,29.0,63.9
2023-09-04,Mumbai,72,37.7,71.6,21.1,19.9,0.67,24.6,29.3,81.9
2023-09-04,Patna,78,40.7,78.0,23.5,20.0,0.95,40.9,30.2,67.6
2023-09-04,Pune,53,27.1,52.8,19.3,11.5,0.63,30.1,25.6,69.8
2023-09-05,Ahmedabad,100,48.7,100.2,18.9,20.0,0.75,25.2,26.8,79.9
2023-09-05,Bengaluru,40,22.4,39.8,17.3,6.6,0.77,25.9,27.9,69.1
2023-09-05,Bhopal,52,31.2,50.6,23.9,24.1,0.7,27.9,28.2,82.3
2023-09-05,Chandigarh,48,28.6,43.1,19.8,12.0,0.58,28.0,29.8,68.5
2023-09-05,Chennai,53,29.4,53.0,20.3,16.3,0.68,28.5,27.0,87.5
2023-09-05,Delhi,113,59.3,119.4,28.0,18.4,1.08,41.4,29.6,67.0
2023-09-05,Hyderabad,58,29.5,58.0,21.3,9.5,0.62,16.7,29.3,79.0
2023-09-05,Jaipur,85,51.2,83.1,17.2,11.5,0.91,24.1,30.4,72.1
2023-09-05,Kanpur,100,51.1,99.5,27.4,24.7,0.97,27.5,31.2,85.7
2023-09-05,Kolkata,91,47.1,91.0,21.0,15.6,0.77,40.1,27.0,88.8
2023-09-05,Lucknow,108,57.8,111.4,22.5,20.2,0.89,43.2,33.4,76.9
2023-09-05,Mumbai,86,44.1,86.0,22.9,18.4,0.68,21.7,27.9,84.0
2023-09-05,Patna,94,55.8,93.8,23.1,21.8,1.13,35.3,30.5,81.7
2023-09-05,Pune,58,33.0,57.7,16.8,8.9,0.84,33.5,25.5,94.3
2023-09-06,Ahmedabad,114,59.5,121.7,24.9,17.2,1.03,44.9,27.9,85.4
2023-09-06,Bengaluru,70,34.3,70.0,19.0,6.4,0.75,30.5,27.6,71.5
2023-09-06,Bhopal,67,33.9,67.4,18.2,20.1,0.79,31.6,29.5,64.0
2023-09-06,Chandigarh,40,22.1,40.0,18.6,9.5,0.71,35.7,30.2,60.5
2023-09-06,Chennai,41,24.6,37.7,28.4,19.9,0.68,29.9,26.3,81.7
2023-09-06,Delhi,82,41.8,82.3,26.9,17.0,0.92,28.5,31.3,72.6
2023-09-06,Hyderabad,71,35.4,70.6,21.5,13.6,0.97,30.8,23.6,75.1
2023-09-06,Jaipur,82,49.5,76.5,22.4,12.1,0.85,32.9,30.4,75.9
2023-09-06,Kanpur,116,58.5,123.8,29.0,19.9,0.88,34.0,32.0,63.1
2023-09-06,Kolkata,98,46.9,98.2,19.3,22.0,0.69,37.0,27.2,78.1
2023-09-06,Lucknow,93,44.9,92.8,28.7,24.8,0.88,39.1,32.3,70.9
2023-09-06,Mumbai,43,24.5,42.7,26.2,18.7,0.56,27.0,28.0,87.7
2023-09-06,Patna,129,67.4,143.6,21.9,12.8,1.02,35.3,27.8,77.2
2023-09-06,Pune,78,35.7,77.8,15.9,8.4,0.6,26.6,29.1,77.9
2023-09-07,Ahmedabad,68,40.6,68.3,26.9,18.9,0.95,33.5,31.4,78.2
2023-09-07,Bengaluru,58,29.9,58.4,25.6,8.9,0.63,25.3,26.0,72.2
2023-09-07,Bhopal,60,33.6,60.3,16.7,19.2,0.71,29.0,30.9,81.2
2023-09-07,Chandigarh,61,36.4,58.5,22.2,10.7,0.67,31.9,32.5,65.9
2023-09-07,Chennai,68,33.2,68.0,24.6,19.9,0.87,32.5,21.8,73.5
2023-09-07,Delhi,120,66.1,127.9,31.9,14.5,0.9,33.9,30.3,70.4
2023-09-07,Hyderabad,55,33.3,52.8,28.9,9.5,0.87,31.5,27.7,76.0
2023-09-07,Jaipur,85,39.1,,23.4,13.0,0.65,31.7,30.1,76.5
2023-09-07,Kanpur,123,67.0,122.1,29.8,14.2,0.87,32.1,34.9,65.9
2023-09-07,Kolkata,91,53.0,91.4,21.8,17.8,0.78,27.8,28.5,90.8
2023-09-07,Lucknow,100,54.4,100.5,21.3,17.3,0.66,35.4,30.9,74.6
2023-09-07,Mumbai,87,43.5,86.7,21.9,17.2,0.76,23.0,29.8,86.0
2023-09-07,Patna,104,51.0,106.4,25.9,22.3,0.88,32.2,35.7,62.8
2023-09-07,Pune,71,38.5,71.5,17.4,8.8,0.62,22.2,33.6,76.5
2023-09-08,Ahmedabad,89,52.9,89.0,23.8,16.0,0.72,34.4,30.2,75.7
2023-09-08,Bengaluru,62,35.1,62.4,20.5,6.0,0.65,23.4,29.7,66.8
2023-09-08,Bhopal,75,40.7,74.9,20.8,17.7,0.64,25.8,29.7,61.0
2023-09-08,Chandigarh,60,30.2,60.3,18.6,10.0,0.65,28.9,34.0,75.6
2023-09-08,Chennai,75,39.7,74.9,17.0,20.8,0.9,24.6,25.0,91.8
2023-09-08,Delhi,157,77.0,135.0,29.4,23.6,0.88,42.2,30.7,61.5
2023-09-08,Hyderabad,55,28.9,55.2,17.3,9.7,0.97,31.1,28.1,75.6
2023-09-08,Jaipur,98,48.6,98.0,24.7,10.5,0.76,38.3,30.3,66.2
2023-09-08,Kanpur,77,41.3,77.3,28.5,30.0,,37.0,29.4,79.7
2023-09-08,Kolkata,81,40.8,80.6,27.9,19.6,0.66,31.8,28.9,96.3
2023-09-08,Lucknow,120,66.1,116.4,21.1,14.4,1.0,43.2,33.8,72.9
2023-09-08,Mumbai,48,28.8,47.1,15.5,15.2,0.67,35.5,31.1,87.3
2023-09-08,Patna,106,52.2,108.9,20.2,24.8,0.97,37.8,31.3,65.8
2023-09-08,Pune,70,38.1,70.1,26.1,7.7,0.58,26.6,30.8,87.9
2023-09-09,Ahmedabad,95,49.2,94.5,19.6,19.8,0.91,39.9,26.9,77.2
2023-09-09,Bengaluru,34,16.5,25.9,11.3,9.1,0.69,22.6,28.6,71.0
2023-09-09,Bhopal,65,31.1,64.7,19.1,18.8,0.81,27.3,28.2,61.0
2023-09-09,Chandigarh,72,34.8,71.7,17.1,7.9,0.68,33.3,31.9,75.0
2023-09-09,Chennai,45,23.5,44.5,22.0,17.0,0.66,33.3,27.5,90.6
2023-09-09,Delhi,124,67.3,125.9,26.5,17.9,1.09,36.3,31.3,72.1
2023-09-09,Hyderabad,86,46.6,85.5,26.8,9.1,0.67,23.6,27.5,68.7
2023-09-09,Jaipur,84,43.3,83.7,26.3,11.3,0.74,37.8,29.3,78.5
2023-09-09,Kanpur,109,53.6,114.1,20.7,18.7,0.91,40.5,30.3,62.4
2023-09-09,Kolkata,83,49.6,82.8,19.3,24.9,0.9,45.1,25.4,98.0
2023-09-09,Lucknow,71,41.6,71.1,28.3,25.9,0.99,30.9,29.1,73.2
2023-09-09,Mumbai,43,18.1,30.3,21.9,19.1,0.44,43.2,25.6,88.4
2023-09-09,Patna,105,52.0,107.2,25.7,16.5,0.99,24.3,30.4,63.1
2023-09-09,Pune,68,36.6,67.7,18.3,8.1,0.5,32.6,29.0,78.0
2023-09-10,Ahmedabad,86,51.8,80.6,13.9,21.7,0.76,34.9,28.6,85.8
2023-09-10,Bengaluru,51,,48.2,12.8,6.2,0.62,35.9,25.6,77.8
2023-09-10,Bhopal,38,22.3,36.6,14.5,,0.75,34.4,31.6,69.8
2023-09-10,Chandigarh,49,26.1,48.9,15.3,8.0,0.47,31.8,30.0,59.6
2023-09-10,Chennai,79,36.1,79.0,17.8,20.8,0.64,31.9,26.4,84.7
2023-09-10,Delhi,105,50.7,106.9,21.7,15.9,1.02,39.0,32.1,62.8
2023-09-10,Hyderabad,71,36.4,70.9,18.8,11.3,0.89,37.3,26.5,67.6
2023-09-10,Jaipur,87,43.4,86.5,17.3,9.9,0.75,22.8,30.2,66.6
2023-09-10,Kanpur,81,48.3,81.1,17.5,18.7,1.0,44.7,29.6,70.5
2023-09-10,Kolkata,112,54.7,118.4,23.2,16.0,0.97,40.5,27.7,91.0
2023-09-10,Lucknow,99,53.7,98.8,19.4,21.4,0.85,28.8,27.3,66.8
2023-09-10,Mumbai,70,40.2,70.0,14.2,22.4,0.66,32.9,29.5,86.1
2023-09-10,Patna,94,56.2,87.2,15.9,22.3,0.83,35.8,33.6,73.9
2023-09-10,Pune,64,37.8,63.9,18.2,8.4,0.6,28.3,30.0,79.1
2023-09-11,Ahmedabad,82,48.9,82.3,26.6,15.1,1.0,30.7,30.5,73.8
2023-09-11,Bengaluru,41,24.0,40.8,21.3,9.0,0.57,25.6,25.1,73.4
2023-09-11,Bhopal,67,34.8,66.8,18.7,15.5,0.43,18.8,30.6,69.0
2023-09-11,Chandigarh,56,33.6,53.1,19.0,11.0,0.66,27.6,30.1,76.5
2023-09-11,Chennai,62,37.2,61.4,17.9,14.9,0.7,24.8,26.5,80.0
2023-09-11,Delhi,131,69.2,145.8,30.6,22.3,0.85,41.3,30.7,73.4
2023-09-11,Hyderabad,61,33.8,61.0,21.5,10.4,0.9,28.8,28.9,72.0
2023-09-11,Jaipur,78,44.3,77.8,19.8,7.4,0.64,38.5,,71.8
2023-09-11,Kanpur,118,62.5,126.5,25.3,15.2,0.97,36.0,32.0,62.9
2023-09-11,Kolkata,108,54.8,112.6,13.9,23.5,0.79,36.4,27.7,98.0
2023-09-11,Lucknow,104,54.0,106.0,25.4,14.9,0.94,20.6,34.8,69.2
2023-09-11,Mumbai,56,28.4,55.7,22.5,21.5,0.74,34.1,25.1,86.8
2023-09-11,Patna,84,50.4,78.7,26.4,20.3,0.94,37.1,30.8,66.4
2023-09-11,Pune,60,29.6,59.8,15.7,14.4,0.64,28.4,29.7,78.2
2023-09-12,Ahmedabad,70,41.9,68.9,22.8,31.1,0.87,27.2,26.1,82.4
2023-09-12,Bengaluru,51,24.9,50.8,22.1,9.9,0.7,22.6,25.4,66.8
2023-09-12,Bhopal,56,30.2,55.7,20.3,25.5,0.6,37.9,27.0,65.4
2023-09-12,Chandigarh,70,32.0,69.6,15.4,11.9,0.49,35.3,31.7,70.9
2023-09-12,Chennai,64,30.3,64.4,21.5,19.3,0.68,19.2,27.3,77.3
2023-09-12,Delhi,115,57.5,122.2,27.6,23.0,0.91,27.8,33.9,84.9
2023-09-12,Hyderabad,42,20.3,42.2,16.3,6.7,0.59,28.2,27.4,61.7
2023-09-12,Jaipur,66,37.8,66.2,22.1,11.3,0.56,39.4,28.9,72.3
2023-09-12,Kanpur,115,64.4,113.5,26.9,25.9,0.78,38.7,30.1,71.7
2023-09-12,Kolkata,83,49.8,82.9,25.5,24.6,0.85,33.2,28.6,86.7
2023-09-12,Lucknow,54,32.2,49.9,21.4,18.7,0.79,29.5,28.9,74.9
2023-09-12,Mumbai,69,38.1,69.0,17.4,18.1,0.86,31.9,27.8,77.7
2023-09-12,Patna,107,60.0,110.3,21.1,,0.86,42.3,36.8,55.2
2023-09-12,Pune,64,31.0,63.9,17.8,6.3,0.68,28.6,25.4,70.9
2023-09-13,Ahmedabad,96,49.8,96.0,26.2,20.6,1.01,36.8,26.7,83.0
2023-09-13,Bengaluru,66,32.0,65.9,19.2,10.8,0.53,35.8,28.1,67.8
2023-09-13,Bhopal,54,29.8,53.5,18.8,22.4,0.62,29.6,27.0,80.9
2023-09-13,Chandigarh,77,37.6,76.6,14.7,7.4,0.5,37.6,33.6,76.5
2023-09-13,Chennai,68,33.9,68.1,12.8,15.6,0.76,20.5,25.9,71.9
2023-09-13,Delhi,104,61.1,93.9,28.7,26.5,0.81,35.8,31.4,75.2
2023-09-13,Hyderabad,86,39.4,85.6,22.5,7.8,0.67,22.6,27.0,70.5
2023-09-13,Jaipur,70,35.2,70.5,19.4,10.0,0.63,34.5,31.8,86.2
2023-09-13,Kanpur,87,46.5,86.9,28.2,21.8,1.0,37.2,31.7,73.2
2023-09-13,Kolkata,77,42.9,77.0,29.7,15.7,0.92,33.2,27.1,86.2
2023-09-13,Lucknow,99,59.4,94.4,19.8,20.4,0.9,33.2,31.7,71.9
2023-09-13,Mumbai,55,33.2,50.8,19.2,20.0,0.65,28.5,26.4,83.5
2023-09-13,Patna,113,56.3,119.3,26.1,20.9,0.84,35.0,32.0,72.8
2023-09-13,Pune,69,35.5,68.5,18.6,7.2,0.74,26.0,29.9,72.8
2023-09-14,Ahmedabad,106,53.5,109.7,28.1,18.4,0.66,35.4,30.8,71.7
2023-09-14,Bengaluru,56,33.5,51.5,22.3,12.3,0.66,28.0,31.0,65.5
2023-09-14,Bhopal,64,38.3,58.6,18.5,14.7,0.84,21.3,27.3,75.3
2023-09-14,Chandigarh,59,28.5,58.9,,9.7,0.79,38.7,30.1,56.6
2023-09-14,Chennai,57,32.9,56.7,22.3,14.5,0.73,30.4,24.4,87.8
2023-09-14,Delhi,90,54.1,83.4,31.1,20.6,1.06,33.5,29.5,76.2
2023-09-14,Hyderabad,58,34.4,57.9,21.7,5.5,,24.2,29.0,74.6
